n,B_n
572,0.000000000000
573,0.000000000000
574,0.000000000000
575,0.000000000000
576,0.000000000000
577,6.357842266508
578,0.000000000000
579,0.000000000000
580,0.000000000000
581,-0.000000000000
582,0.000000000000
583,-0.000000000000
584,0.000000000000
585,0.000000000000
586,-0.000000000000
587,6.375024819828
588,0.000000000000
589,0.000000000000
590,-0.000000000000
591,0.000000000000
592,0.000000000000
593,6.385194398998
594,-0.000000000000
595,0.000000000000
596,0.000000000000
597,0.000000000000
598,-0.000000000000
599,6.395261598115
600,0.000000000000
601,6.398594934535
602,0.000000000000
603,0.000000000000
604,0.000000000000
605,0.000000000000
606,0.000000000000
607,6.408528791059
608,0.000000000000
609,0.000000000000
610,0.000000000000
611,0.000000000000
612,0.000000000000
613,6.418364935936
614,0.000000000000
615,0.000000000000
616,0.000000000000
617,6.424869023905
618,0.000000000000
619,6.428105272685
620,0.000000000000
621,0.000000000000
622,0.000000000000
623,0.000000000000
624,0.000000000000
625,1.609437912434
626,0.000000000000
627,0.000000000000
628,0.000000000000
629,0.000000000000
630,0.000000000000
631,6.447305862541
632,0.000000000000
633,-0.000000000000
634,0.000000000000
635,0.000000000000
636,0.000000000000
637,0.000000000000
638,0.000000000000
639,0.000000000000
640,0.000000000000
641,6.463029456921
642,0.000000000000
643,6.466144724238
644,0.000000000000
645,0.000000000000
646,0.000000000000
647,6.472346294501
648,0.000000000000
649,0.000000000000
650,0.000000000000
651,-0.000000000000
652,0.000000000000
653,6.481577129276
654,0.000000000000
655,0.000000000000
656,-0.000000000000
657,-0.000000000000
658,0.000000000000
659,6.490723534503
660,0.000000000000
661,6.493753839852
662,0.000000000000
663,0.000000000000
664,0.000000000000
665,0.000000000000
666,0.000000000000
667,-0.000000000000
668,-0.000000000000
669,0.000000000000
670,0.000000000000
671,0.000000000000
672,0.000000000000
673,6.511745329645
674,0.000000000000
675,-0.000000000000
676,0.000000000000
677,6.517671272912
678,0.000000000000
679,0.000000000000
680,-0.000000000000
681,-0.000000000000
682,0.000000000000
683,6.526494859571
684,0.000000000000
685,0.000000000000
686,-0.000000000000
687,-0.000000000000
688,0.000000000000
689,0.000000000000
690,-0.000000000000
691,6.538139823768
692,-0.000000000000
693,0.000000000000
694,0.000000000000
695,0.000000000000
696,0.000000000000
697,0.000000000000
698,0.000000000000
699,0.000000000000
700,-0.000000000000
701,6.552507887035
702,0.000000000000
703,0.000000000000
704,0.000000000000
705,0.000000000000
706,0.000000000000
707,0.000000000000
708,0.000000000000
709,6.563855526532
710,0.000000000000
711,0.000000000000
712,0.000000000000
713,0.000000000000
714,0.000000000000
715,-0.000000000000
716,0.000000000000
717,-0.000000000000
718,0.000000000000
719,6.577861357721
720,0.000000000000
721,0.000000000000
722,0.000000000000
723,0.000000000000
724,-0.000000000000
725,0.000000000000
726,0.000000000000
727,6.588926477534
728,-0.000000000000
729,1.098612288668
730,0.000000000000
731,-0.000000000000
732,0.000000000000
733,6.597145701887
734,-0.000000000000
735,-0.000000000000
736,0.000000000000
737,0.000000000000
738,0.000000000000
739,6.605297920948
740,0.000000000000
741,-0.000000000000
742,0.000000000000
743,6.610696044718
