architecture,horizon,run,success,errors_introduced,errors_detected,errors_recovered,escaped_errors,agent_calls
reflection,25,38,1,0,3,3,0,28
static_team,25,38,1,0,0,0,0,50
corpus_mesh,25,38,1,0,0,0,0,81
single,25,39,1,0,0,0,0,25
reflection,25,39,0,0,11,10,1,36
static_team,25,39,1,0,0,0,0,52
corpus_mesh,25,39,1,0,0,0,0,77
single,25,40,1,0,0,0,0,25
reflection,25,40,1,0,8,8,0,33
static_team,25,40,1,0,0,0,0,50
corpus_mesh,25,40,1,1,1,1,0,77
single,25,41,0,1,0,0,1,25
reflection,25,41,1,1,9,9,0,34
static_team,25,41,1,0,0,0,0,50
corpus_mesh,25,41,1,0,0,0,0,75
single,25,42,1,0,0,0,0,25
reflection,25,42,1,0,8,8,0,33
static_team,25,42,1,0,0,0,0,50
corpus_mesh,25,42,1,0,0,0,0,75
single,25,43,1,0,0,0,0,25
reflection,25,43,1,1,10,10,0,35
static_team,25,43,1,0,0,0,0,50
corpus_mesh,25,43,1,0,0,0,0,75
single,25,44,1,0,0,0,0,25
reflection,25,44,0,1,6,6,1,31
static_team,25,44,1,1,1,1,0,51
corpus_mesh,25,44,1,1,1,1,0,77
single,25,45,0,1,0,0,1,25
reflection,25,45,1,1,11,11,0,36
static_team,25,45,1,0,0,0,0,50
corpus_mesh,25,45,1,0,0,0,0,75
single,25,46,0,1,0,0,1,25
reflection,25,46,1,1,7,6,0,32
static_team,25,46,1,0,0,0,0,50
corpus_mesh,25,46,1,1,1,1,0,77
single,25,47,1,0,0,0,0,25
reflection,25,47,1,0,8,8,0,33
static_team,25,47,1,0,0,0,0,50
corpus_mesh,25,47,1,0,0,0,0,75
single,25,48,1,0,0,0,0,25
reflection,25,48,0,1,11,10,1,36
static_team,25,48,1,0,0,0,0,50
corpus_mesh,25,48,1,0,0,0,0,75
single,25,49,1,0,0,0,0,25
reflection,25,49,0,1,13,12,1,38
static_team,25,49,1,0,0,0,0,50
corpus_mesh,25,49,1,1,1,1,0,79
single,25,50,1,0,0,0,0,25
reflection,25,50,1,0,6,6,0,31
static_team,25,50,1,0,0,0,0,51
corpus_mesh,25,50,1,0,0,0,0,75
single,25,51,0,1,0,0,1,25
reflection,25,51,0,2,7,7,1,32
static_team,25,51,1,1,1,1,0,51
corpus_mesh,25,51,1,0,0,0,0,77
single,25,52,1,0,0,0,0,25
reflection,25,52,1,0,7,7,0,32
static_team,25,52,1,2,2,2,0,53
corpus_mesh,25,52,1,0,0,0,0,75
single,25,53,1,0,0,0,0,25
reflection,25,53,1,0,11,11,0,36
static_team,25,53,1,0,0,0,0,50
corpus_mesh,25,53,1,0,0,0,0,75
single,25,54,1,0,0,0,0,25
reflection,25,54,0,2,5,5,1,30
static_team,25,54,1,2,2,2,0,52
corpus_mesh,25,54,1,0,0,0,0,75
single,25,55,1,0,0,0,0,25
reflection,25,55,1,0,8,8,0,33
static_team,25,55,1,0,0,0,0,50
corpus_mesh,25,55,1,0,0,0,0,75
single,25,56,1,0,0,0,0,25
reflection,25,56,0,2,10,10,1,35
static_team,25,56,1,0,0,0,0,50
corpus_mesh,25,56,1,1,1,1,0,81
single,25,57,0,1,0,0,1,25
reflection,25,57,1,0,3,3,0,28
static_team,25,57,1,0,0,0,0,50
corpus_mesh,25,57,1,0,0,0,0,75
single,25,58,1,0,0,0,0,25
reflection,25,58,1,0,7,7,0,32
static_team,25,58,1,1,1,1,0,52
corpus_mesh,25,58,1,0,0,0,0,77
single,25,59,1,0,0,0,0,25
reflection,25,59,1,0,8,8,0,33
static_team,25,59,1,2,2,2,0,52
corpus_mesh,25,59,1,0,0,0,0,75
single,25,60,0,2,0,0,1,25
reflection,25,60,0,1,4,4,1,29
static_team,25,60,1,1,1,1,0,51
corpus_mesh,25,60,1,1,1,1,0,79
single,25,61,1,0,0,0,0,25
reflection,25,61,0,2,8,8,1,33
static_team,25,61,1,1,1,1,0,51
corpus_mesh,25,61,1,1,1,1,0,77
single,25,62,0,2,0,0,1,25
reflection,25,62,1,0,10,10,0,35
static_team,25,62,1,0,0,0,0,50
corpus_mesh,25,62,1,0,0,0,0,77
single,25,63,1,0,0,0,0,25
reflection,25,63,1,0,12,12,0,37
static_team,25,63,1,0,0,0,0,50
corpus_mesh,25,63,1,0,0,0,0,75
single,25,64,1,0,0,0,0,25
reflection,25,64,0,2,5,5,1,30
static_team,25,64,1,0,0,0,0,50
corpus_mesh,25,64,1,0,0,0,0,75
single,25,65,0,1,0,0,1,25
reflection,25,65,1,0,6,6,0,31
static_team,25,65,1,0,0,0,0,50
corpus_mesh,25,65,1,1,1,1,0,77
single,25,66,0,1,0,0,1,25
reflection,25,66,0,1,7,7,1,32
static_team,25,66,1,0,0,0,0,50
corpus_mesh,25,66,1,0,0,0,0,75
single,25,67,0,1,0,0,1,25
reflection,25,67,1,0,10,10,0,35
static_team,25,67,1,1,1,1,0,51
corpus_mesh,25,67,1,0,0,0,0,75
single,25,68,0,1,0,0,1,25
reflection,25,68,1,0,6,6,0,31
static_team,25,68,1,0,0,0,0,50
corpus_mesh,25,68,1,1,1,1,0,79
single,25,69,1,0,0,0,0,25
reflection,25,69,0,1,6,6,1,31
static_team,25,69,1,0,0,0,0,50
corpus_mesh,25,69,1,0,0,0,0,75
single,25,70,1,0,0,0,0,25
reflection,25,70,1,1,7,7,0,32
static_team,25,70,1,0,0,0,0,50
corpus_mesh,25,70,1,0,0,0,0,75
single,25,71,1,0,0,0,0,25
reflection,25,71,1,0,10,10,0,35
static_team,25,71,1,0,0,0,0,50
corpus_mesh,25,71,1,0,0,0,0,75
single,25,72,1,0,0,0,0,25
reflection,25,72,0,0,9,8,1,34
static_team,25,72,1,0,0,0,0,50
corpus_mesh,25,72,1,0,0,0,0,75
single,25,73,1,0,0,0,0,25
reflection,25,73,0,1,6,6,1,31
static_team,25,73,1,0,0,0,0,50
corpus_mesh,25,73,1,0,0,0,0,75
single,25,74,0,1,0,0,1,25
reflection,25,74,1,0,8,8,0,33
static_team,25,74,1,0,0,0,0,50
corpus_mesh,25,74,1,0,0,0,0,75
single,25,75,1,0,0,0,0,25
reflection,25,75,0,1,6,6,1,31
static_team,25,75,1,1,1,1,0,51
corpus_mesh,25,75,1,0,0,0,0,75
single,25,76,0,1,0,0,1,25
reflection,25,76,0,1,7,7,1,32
static_team,25,76,1,0,0,0,0,50
corpus_mesh,25,76,1,0,0,0,0,77
single,25,77,0,1,0,0,1,25
reflection,25,77,1,0,6,6,0,31
static_team,25,77,1,1,1,1,0,51
corpus_mesh,25,77,1,0,0,0,0,75
single,25,78,1,0,0,0,0,25
reflection,25,78,0,1,11,11,1,36
static_team,25,78,1,2,2,2,0,52
corpus_mesh,25,78,1,1,1,1,0,77
single,25,79,0,1,0,0,1,25
reflection,25,79,1,0,4,4,0,29
static_team,25,79,1,0,0,0,0,50
corpus_mesh,25,79,1,0,0,0,0,75
single,25,80,0,2,0,0,1,25
reflection,25,80,1,0,7,7,0,32
static_team,25,80,1,0,0,0,0,50
corpus_mesh,25,80,1,0,0,0,0,75
single,25,81,1,0,0,0,0,25
reflection,25,81,1,0,6,6,0,31
static_team,25,81,1,0,0,0,0,50
corpus_mesh,25,81,1,0,0,0,0,77
single,25,82,1,0,0,0,0,25
reflection,25,82,1,0,6,6,0,31
static_team,25,82,1,1,1,1,0,51
corpus_mesh,25,82,1,0,0,0,0,79
single,25,83,1,0,0,0,0,25
reflection,25,83,1,0,7,7,0,32
static_team,25,83,1,0,0,0,0,51
corpus_mesh,25,83,1,0,0,0,0,81
single,25,84,1,0,0,0,0,25
reflection,25,84,0,0,10,9,1,35
static_team,25,84,1,0,0,0,0,50
corpus_mesh,25,84,1,0,0,0,0,75
single,25,85,0,2,0,0,1,25
reflection,25,85,1,0,4,4,0,29
static_team,25,85,1,4,4,4,0,54
corpus_mesh,25,85,1,0,0,0,0,75
single,25,86,1,0,0,0,0,25
reflection,25,86,0,1,8,8,1,33
static_team,25,86,1,0,0,0,0,50
corpus_mesh,25,86,1,0,0,0,0,75
single,25,87,1,0,0,0,0,25
reflection,25,87,0,2,7,7,1,32
static_team,25,87,1,0,0,0,0,50
corpus_mesh,25,87,1,0,0,0,0,77
single,25,88,1,0,0,0,0,25
reflection,25,88,1,1,10,10,0,35
static_team,25,88,1,0,0,0,0,50
corpus_mesh,25,88,1,0,0,0,0,77
single,25,89,0,1,0,0,1,25
reflection,25,89,1,0,5,5,0,30
static_team,25,89,1,0,0,0,0,50
corpus_mesh,25,89,1,1,1,1,0,77
single,25,90,1,0,0,0,0,25
reflection,25,90,1,0,7,7,0,32
static_team,25,90,1,1,1,1,0,51
corpus_mesh,25,90,1,0,0,0,0,77
single,25,91,1,0,0,0,0,25
reflection,25,91,1,0,9,9,0,34
static_team,25,91,1,0,0,0,0,51
corpus_mesh,25,91,1,1,1,1,0,79
single,25,92,0,1,0,0,1,25
reflection,25,92,1,0,6,6,0,31
static_team,25,92,1,0,0,0,0,50
corpus_mesh,25,92,1,0,0,0,0,75
single,25,93,1,0,0,0,0,25
reflection,25,93,1,0,4,4,0,29
static_team,25,93,1,0,0,0,0,50
corpus_mesh,25,93,1,0,0,0,0,75
single,25,94,0,1,0,0,1,25
reflection,25,94,1,1,10,10,0,35
static_team,25,94,1,1,1,1,0,51
corpus_mesh,25,94,1,0,0,0,0,75
single,25,95,1,0,0,0,0,25
reflection,25,95,1,0,3,3,0,28
static_team,25,95,1,0,0,0,0,50
corpus_mesh,25,95,1,0,0,0,0,75
single,25,96,0,1,0,0,1,25
reflection,25,96,1,0,5,5,0,30
static_team,25,96,1,1,1,1,0,51
corpus_mesh,25,96,1,1,1,1,0,79
single,25,97,1,0,0,0,0,25
reflection,25,97,1,0,6,6,0,31
static_team,25,97,1,0,0,0,0,50
corpus_mesh,25,97,1,0,0,0,0,75
single,25,98,1,0,0,0,0,25
reflection,25,98,1,0,6,6,0,31
static_team,25,98,1,0,0,0,0,50
corpus_mesh,25,98,1,0,0,0,0,75
single,25,99,1,0,0,0,0,25
reflection,25,99,1,0,6,6,0,31
static_team,25,99,1,1,1,1,0,51
corpus_mesh,25,99,1,1,1,1,0,77
single,25,100,0,2,0,0,1,25
reflection,25,100,1,0,7,7,0,32
static_team,25,100,1,0,0,0,0,50
corpus_mesh,25,100,1,2,2,2,0,79
single,25,101,1,0,0,0,0,25
reflection,25,101,0,0,5,4,1,30
static_team,25,101,1,0,0,0,0,51
corpus_mesh,25,101,1,1,1,1,0,77
single,25,102,1,0,0,0,0,25
reflection,25,102,1,2,6,6,0,31
static_team,25,102,1,0,0,0,0,50
corpus_mesh,25,102,1,0,0,0,0,75
single,25,103,0,1,0,0,1,25
reflection,25,103,1,0,7,7,0,32
static_team,25,103,1,0,0,0,0,50
corpus_mesh,25,103,1,0,0,0,0,75
single,25,104,1,0,0,0,0,25
reflection,25,104,0,3,4,4,1,29
static_team,25,104,1,0,0,0,0,50
corpus_mesh,25,104,1,0,0,0,0,75
single,25,105,1,0,0,0,0,25
reflection,25,105,1,0,4,4,0,29
static_team,25,105,1,0,0,0,0,50
corpus_mesh,25,105,1,0,0,0,0,75
single,25,106,0,1,0,0,1,25
reflection,25,106,1,0,7,7,0,32
static_team,25,106,1,1,1,1,0,51
corpus_mesh,25,106,1,0,0,0,0,75
single,25,107,1,0,0,0,0,25
reflection,25,107,1,0,8,8,0,33
static_team,25,107,1,0,0,0,0,50
corpus_mesh,25,107,1,0,0,0,0,75
single,25,108,1,0,0,0,0,25
reflection,25,108,0,1,10,10,1,35
static_team,25,108,1,0,0,0,0,51
corpus_mesh,25,108,1,1,1,1,0,77
single,25,109,1,0,0,0,0,25
reflection,25,109,0,1,8,7,1,33
static_team,25,109,1,0,0,0,0,50
corpus_mesh,25,109,1,1,1,1,0,77
single,25,110,0,1,0,0,1,25
reflection,25,110,0,1,7,7,1,32
static_team,25,110,1,1,1,1,0,52
corpus_mesh,25,110,1,1,1,1,0,79
single,25,111,1,0,0,0,0,25
reflection,25,111,0,1,8,8,1,33
static_team,25,111,1,1,1,1,0,51
corpus_mesh,25,111,1,0,0,0,0,75
single,25,112,1,0,0,0,0,25
reflection,25,112,1,0,7,7,0,32
static_team,25,112,1,0,0,0,0,50
corpus_mesh,25,112,1,0,0,0,0,75
single,25,113,1,0,0,0,0,25
reflection,25,113,1,0,6,6,0,31
static_team,25,113,1,0,0,0,0,50
corpus_mesh,25,113,1,0,0,0,0,75
single,25,114,1,0,0,0,0,25
reflection,25,114,1,0,6,6,0,31
static_team,25,114,1,0,0,0,0,50
corpus_mesh,25,114,1,0,0,0,0,75
single,25,115,1,0,0,0,0,25
reflection,25,115,1,0,9,9,0,34
static_team,25,115,1,1,1,1,0,51
corpus_mesh,25,115,1,0,0,0,0,75
single,25,116,1,0,0,0,0,25
reflection,25,116,1,0,8,8,0,33
static_team,25,116,1,0,0,0,0,50
corpus_mesh,25,116,1,0,0,0,0,75
single,25,117,1,0,0,0,0,25
reflection,25,117,1,1,3,3,0,28
static_team,25,117,1,0,0,0,0,50
corpus_mesh,25,117,1,0,0,0,0,75
single,25,118,1,0,0,0,0,25
reflection,25,118,1,0,10,10,0,35
static_team,25,118,1,1,1,1,0,51
corpus_mesh,25,118,1,0,0,0,0,77
single,25,119,0,2,0,0,1,25
reflection,25,119,1,0,9,9,0,34
static_team,25,119,1,0,0,0,0,50
corpus_mesh,25,119,1,0,0,0,0,75
single,25,120,1,0,0,0,0,25
reflection,25,120,1,0,7,7,0,32
static_team,25,120,1,0,0,0,0,50
corpus_mesh,25,120,1,1,1,1,0,77
single,25,121,0,1,0,0,1,25
reflection,25,121,1,0,9,9,0,34
static_team,25,121,1,0,0,0,0,50
corpus_mesh,25,121,1,0,0,0,0,79
single,25,122,0,2,0,0,1,25
reflection,25,122,1,0,8,8,0,33
static_team,25,122,1,0,0,0,0,50
corpus_mesh,25,122,1,0,0,0,0,75
single,25,123,1,0,0,0,0,25
reflection,25,123,1,0,3,3,0,28
static_team,25,123,1,0,0,0,0,50
corpus_mesh,25,123,1,0,0,0,0,75
single,25,124,0,1,0,0,1,25
reflection,25,124,1,0,8,8,0,33
static_team,25,124,1,0,0,0,0,50
corpus_mesh,25,124,1,0,0,0,0,75
single,25,125,1,0,0,0,0,25
reflection,25,125,0,0,5,4,1,30
static_team,25,125,1,0,0,0,0,50
corpus_mesh,25,125,1,1,1,1,0,77
single,25,126,1,0,0,0,0,25
reflection,25,126,1,0,9,9,0,34
static_team,25,126,1,0,0,0,0,50
corpus_mesh,25,126,1,0,0,0,0,75
single,25,127,0,1,0,0,1,25
reflection,25,127,0,0,8,7,1,33
static_team,25,127,1,0,0,0,0,50
corpus_mesh,25,127,1,0,0,0,0,75
single,25,128,0,1,0,0,1,25
reflection,25,128,0,1,6,5,1,31
static_team,25,128,1,1,1,1,0,51
corpus_mesh,25,128,1,0,0,0,0,75
single,25,129,1,0,0,0,0,25
reflection,25,129,1,0,8,8,0,33
static_team,25,129,1,0,0,0,0,50
corpus_mesh,25,129,1,0,0,0,0,77
single,25,130,0,1,0,0,1,25
reflection,25,130,1,0,7,7,0,32
static_team,25,130,1,0,0,0,0,50
corpus_mesh,25,130,1,0,0,0,0,77
single,25,131,1,0,0,0,0,25
reflection,25,131,1,0,8,8,0,33
static_team,25,131,1,0,0,0,0,50
corpus_mesh,25,131,1,0,0,0,0,75
single,25,132,0,2,0,0,1,25
reflection,25,132,0,0,12,11,1,37
static_team,25,132,1,0,0,0,0,50
corpus_mesh,25,132,1,0,0,0,0,75
single,25,133,1,0,0,0,0,25
reflection,25,133,1,0,10,10,0,35
static_team,25,133,1,0,0,0,0,50
corpus_mesh,25,133,1,0,0,0,0,79
single,25,134,1,0,0,0,0,25
reflection,25,134,1,0,4,4,0,29
static_team,25,134,1,0,0,0,0,50
corpus_mesh,25,134,1,0,0,0,0,75
single,25,135,1,0,0,0,0,25
reflection,25,135,0,3,6,5,1,31
static_team,25,135,1,0,0,0,0,50
corpus_mesh,25,135,1,0,0,0,0,75
single,25,136,1,0,0,0,0,25
reflection,25,136,1,0,8,8,0,33
static_team,25,136,1,0,0,0,0,50
corpus_mesh,25,136,1,0,0,0,0,75
single,25,137,1,0,0,0,0,25
reflection,25,137,1,0,7,7,0,32
static_team,25,137,1,0,0,0,0,50
corpus_mesh,25,137,1,0,0,0,0,77
single,25,138,1,0,0,0,0,25
reflection,25,138,1,0,7,7,0,32
static_team,25,138,1,0,0,0,0,50
corpus_mesh,25,138,1,0,0,0,0,75
single,25,139,0,1,0,0,1,25
reflection,25,139,1,0,5,5,0,30
static_team,25,139,1,1,1,1,0,51
corpus_mesh,25,139,1,1,1,1,0,77
single,25,140,1,0,0,0,0,25
reflection,25,140,0,1,7,7,1,32
static_team,25,140,1,0,0,0,0,50
corpus_mesh,25,140,1,0,0,0,0,75
single,25,141,0,1,0,0,1,25
reflection,25,141,1,0,4,4,0,29
static_team,25,141,1,1,1,1,0,51
corpus_mesh,25,141,1,1,1,1,0,77
single,25,142,1,0,0,0,0,25
reflection,25,142,1,0,12,12,0,37
static_team,25,142,1,0,0,0,0,50
corpus_mesh,25,142,1,0,0,0,0,75
single,25,143,0,1,0,0,1,25
reflection,25,143,1,0,8,8,0,33
static_team,25,143,1,0,0,0,0,50
corpus_mesh,25,143,1,1,1,1,0,77
single,25,144,0,1,0,0,1,25
reflection,25,144,1,1,12,12,0,37
static_team,25,144,1,0,0,0,0,50
corpus_mesh,25,144,1,0,0,0,0,75
single,25,145,0,1,0,0,1,25
reflection,25,145,1,0,7,7,0,32
static_team,25,145,1,0,0,0,0,50
corpus_mesh,25,145,1,1,1,1,0,79
single,25,146,1,0,0,0,0,25
reflection,25,146,0,1,5,5,1,30
static_team,25,146,1,1,1,1,0,51
corpus_mesh,25,146,1,3,3,3,0,81
single,25,147,1,0,0,0,0,25
reflection,25,147,1,0,9,9,0,34
static_team,25,147,1,0,0,0,0,51
corpus_mesh,25,147,1,0,0,0,0,75
single,25,148,0,1,0,0,1,25
reflection,25,148,1,0,6,6,0,31
static_team,25,148,1,0,0,0,0,50
corpus_mesh,25,148,1,0,0,0,0,75
single,25,149,0,2,0,0,1,25
reflection,25,149,0,1,5,5,1,30
static_team,25,149,1,1,1,1,0,52
corpus_mesh,25,149,1,2,2,2,0,81
single,25,150,1,0,0,0,0,25
reflection,25,150,1,0,6,6,0,31
static_team,25,150,1,2,2,2,0,52
corpus_mesh,25,150,1,0,0,0,0,75
single,25,151,0,1,0,0,1,25
reflection,25,151,1,0,9,9,0,34
static_team,25,151,1,1,1,1,0,51
corpus_mesh,25,151,1,0,0,0,0,77
single,25,152,1,0,0,0,0,25
reflection,25,152,1,0,4,4,0,29
static_team,25,152,1,0,0,0,0,50
corpus_mesh,25,152,1,1,1,1,0,77
single,25,153,1,0,0,0,0,25
reflection,25,153,1,0,5,5,0,30
static_team,25,153,1,0,0,0,0,50
corpus_mesh,25,153,1,0,0,0,0,75
single,25,154,0,2,0,0,1,25
reflection,25,154,1,0,7,7,0,32
static_team,25,154,1,0,0,0,0,50
corpus_mesh,25,154,1,1,1,1,0,77
single,25,155,1,0,0,0,0,25
reflection,25,155,1,0,6,6,0,31
static_team,25,155,1,0,0,0,0,50
corpus_mesh,25,155,1,0,0,0,0,75
single,25,156,0,2,0,0,1,25
reflection,25,156,0,1,5,5,1,30
static_team,25,156,1,0,0,0,0,51
corpus_mesh,25,156,1,0,0,0,0,75
single,25,157,1,0,0,0,0,25
reflection,25,157,0,2,5,5,1,30
static_team,25,157,1,0,0,0,0,50
corpus_mesh,25,157,1,0,0,0,0,75
single,25,158,1,0,0,0,0,25
reflection,25,158,1,0,3,3,0,28
static_team,25,158,1,1,1,1,0,52
corpus_mesh,25,158,1,2,2,2,0,79
single,25,159,1,0,0,0,0,25
reflection,25,159,1,0,7,7,0,32
static_team,25,159,1,1,1,1,0,51
corpus_mesh,25,159,1,0,0,0,0,75
single,25,160,0,1,0,0,1,25
reflection,25,160,0,1,12,12,1,37
static_team,25,160,1,1,1,1,0,51
corpus_mesh,25,160,1,0,0,0,0,75
single,25,161,0,1,0,0,1,25
reflection,25,161,0,2,7,7,1,32
static_team,25,161,1,0,0,0,0,51
corpus_mesh,25,161,1,0,0,0,0,77
single,25,162,1,0,0,0,0,25
reflection,25,162,1,0,4,4,0,29
static_team,25,162,1,0,0,0,0,50
corpus_mesh,25,162,1,0,0,0,0,79
single,25,163,1,0,0,0,0,25
reflection,25,163,1,0,6,6,0,31
static_team,25,163,1,0,0,0,0,50
corpus_mesh,25,163,1,0,0,0,0,75
single,25,164,1,0,0,0,0,25
reflection,25,164,1,0,8,8,0,33
static_team,25,164,1,0,0,0,0,50
corpus_mesh,25,164,1,0,0,0,0,75
single,25,165,1,0,0,0,0,25
reflection,25,165,1,1,10,10,0,35
static_team,25,165,1,0,0,0,0,50
corpus_mesh,25,165,1,0,0,0,0,75
single,25,166,0,1,0,0,1,25
reflection,25,166,1,1,4,4,0,29
static_team,25,166,1,0,0,0,0,50
corpus_mesh,25,166,1,2,2,2,0,79
single,25,167,1,0,0,0,0,25
reflection,25,167,1,0,4,4,0,29
static_team,25,167,1,0,0,0,0,51
corpus_mesh,25,167,1,0,0,0,0,75
single,25,168,1,0,0,0,0,25
reflection,25,168,0,0,7,6,1,32
static_team,25,168,1,0,0,0,0,50
corpus_mesh,25,168,1,1,1,1,0,79
single,25,169,0,1,0,0,1,25
reflection,25,169,1,0,6,6,0,31
static_team,25,169,1,0,0,0,0,50
corpus_mesh,25,169,1,0,0,0,0,75
single,25,170,1,0,0,0,0,25
reflection,25,170,1,0,10,10,0,35
static_team,25,170,1,1,1,1,0,51
corpus_mesh,25,170,1,0,0,0,0,75
single,25,171,1,0,0,0,0,25
reflection,25,171,1,0,6,6,0,31
static_team,25,171,1,0,0,0,0,50
corpus_mesh,25,171,1,2,2,2,0,79
single,25,172,0,1,0,0,1,25
reflection,25,172,1,0,12,12,0,37
static_team,25,172,1,0,0,0,0,50
corpus_mesh,25,172,1,0,0,0,0,75
single,25,173,0,1,0,0,1,25
reflection,25,173,1,0,8,8,0,33
static_team,25,173,1,0,0,0,0,50
corpus_mesh,25,173,1,0,0,0,0,77
single,25,174,1,0,0,0,0,25
reflection,25,174,1,0,4,4,0,29
static_team,25,174,1,0,0,0,0,50
corpus_mesh,25,174,1,0,0,0,0,75
single,25,175,0,1,0,0,1,25
reflection,25,175,1,0,4,4,0,29
static_team,25,175,1,1,1,1,0,51
corpus_mesh,25,175,1,0,0,0,0,77
single,25,176,0,1,0,0,1,25
reflection,25,176,1,0,4,4,0,29
static_team,25,176,1,0,0,0,0,50
corpus_mesh,25,176,1,0,0,0,0,77
single,25,177,1,0,0,0,0,25
reflection,25,177,1,0,9,9,0,34
static_team,25,177,1,0,0,0,0,50
corpus_mesh,25,177,1,1,1,1,0,77
single,25,178,0,1,0,0,1,25
reflection,25,178,1,1,4,4,0,29
static_team,25,178,1,0,0,0,0,50
corpus_mesh,25,178,1,0,0,0,0,75
single,25,179,1,0,0,0,0,25
reflection,25,179,1,0,8,8,0,33
static_team,25,179,1,0,0,0,0,50
corpus_mesh,25,179,1,0,0,0,0,75
single,25,180,1,0,0,0,0,25
reflection,25,180,1,0,5,5,0,30
static_team,25,180,1,0,0,0,0,50
corpus_mesh,25,180,1,1,1,1,0,77
single,25,181,1,0,0,0,0,25
reflection,25,181,0,0,9,8,1,34
static_team,25,181,1,0,0,0,0,50
corpus_mesh,25,181,1,0,0,0,0,75
single,25,182,1,0,0,0,0,25
reflection,25,182,1,0,2,2,0,27
static_team,25,182,1,0,0,0,0,50
corpus_mesh,25,182,1,1,1,1,0,79
single,25,183,1,0,0,0,0,25
reflection,25,183,1,0,8,8,0,33
static_team,25,183,1,0,0,0,0,51
corpus_mesh,25,183,1,1,1,1,0,77
single,25,184,0,1,0,0,1,25
reflection,25,184,1,0,2,2,0,27
static_team,25,184,1,0,0,0,0,50
corpus_mesh,25,184,1,0,0,0,0,75
single,25,185,1,0,0,0,0,25
reflection,25,185,1,0,7,7,0,32
static_team,25,185,1,0,0,0,0,50
corpus_mesh,25,185,1,0,0,0,0,75
single,25,186,0,1,0,0,1,25
reflection,25,186,0,1,11,11,1,36
static_team,25,186,1,0,0,0,0,50
corpus_mesh,25,186,1,1,1,1,0,77
single,25,187,0,2,0,0,1,25
reflection,25,187,1,0,5,5,0,30
static_team,25,187,1,0,0,0,0,50
corpus_mesh,25,187,1,1,1,1,0,77
single,25,188,1,0,0,0,0,25
reflection,25,188,0,1,7,7,1,32
static_team,25,188,1,0,0,0,0,51
corpus_mesh,25,188,1,0,0,0,0,77
single,25,189,1,0,0,0,0,25
reflection,25,189,0,1,10,10,1,35
static_team,25,189,1,1,1,1,0,51
corpus_mesh,25,189,1,1,1,1,0,77
single,25,190,1,0,0,0,0,25
reflection,25,190,1,0,6,6,0,31
static_team,25,190,1,0,0,0,0,50
corpus_mesh,25,190,1,0,0,0,0,77
single,25,191,1,0,0,0,0,25
reflection,25,191,0,1,5,5,1,30
static_team,25,191,1,1,1,1,0,51
corpus_mesh,25,191,1,1,1,1,0,77
single,25,192,1,0,0,0,0,25
reflection,25,192,1,0,8,8,0,33
static_team,25,192,1,0,0,0,0,50
corpus_mesh,25,192,1,0,0,0,0,75
single,25,193,1,0,0,0,0,25
reflection,25,193,1,0,6,6,0,31
static_team,25,193,1,2,2,2,0,52
corpus_mesh,25,193,1,0,0,0,0,75
single,25,194,0,1,0,0,1,25
reflection,25,194,1,0,5,5,0,30
static_team,25,194,1,0,0,0,0,50
corpus_mesh,25,194,1,0,0,0,0,75
single,25,195,1,0,0,0,0,25
reflection,25,195,1,0,6,6,0,31
static_team,25,195,1,1,1,1,0,51
corpus_mesh,25,195,1,1,1,1,0,77
single,25,196,1,0,0,0,0,25
reflection,25,196,1,1,6,6,0,31
static_team,25,196,1,3,3,3,0,53
corpus_mesh,25,196,1,0,0,0,0,75
single,25,197,1,0,0,0,0,25
reflection,25,197,1,0,3,3,0,28
static_team,25,197,1,0,0,0,0,51
corpus_mesh,25,197,1,0,0,0,0,75
single,25,198,1,0,0,0,0,25
reflection,25,198,1,0,5,5,0,30
static_team,25,198,1,0,0,0,0,50
corpus_mesh,25,198,1,0,0,0,0,75
single,25,199,1,0,0,0,0,25
reflection,25,199,0,0,10,9,1,35
static_team,25,199,1,2,2,2,0,52
corpus_mesh,25,199,1,3,3,3,0,81
single,25,200,1,0,0,0,0,25
reflection,25,200,0,1,10,9,1,35
static_team,25,200,1,0,0,0,0,50
corpus_mesh,25,200,1,0,0,0,0,75
single,25,201,0,1,0,0,1,25
reflection,25,201,0,1,9,9,1,34
static_team,25,201,1,0,0,0,0,50
corpus_mesh,25,201,1,0,0,0,0,75
single,25,202,0,2,0,0,1,25
reflection,25,202,1,0,8,8,0,33
static_team,25,202,1,1,1,1,0,52
corpus_mesh,25,202,1,0,0,0,0,75
single,25,203,1,0,0,0,0,25
reflection,25,203,1,0,4,4,0,29
static_team,25,203,1,0,0,0,0,50
corpus_mesh,25,203,1,1,1,1,0,77
single,25,204,0,2,0,0,1,25
reflection,25,204,0,1,8,8,1,33
static_team,25,204,1,1,1,1,0,51
corpus_mesh,25,204,1,1,1,1,0,79
single,25,205,1,0,0,0,0,25
reflection,25,205,1,0,2,2,0,27
static_team,25,205,1,0,0,0,0,50
corpus_mesh,25,205,1,0,0,0,0,75
single,25,206,1,0,0,0,0,25
reflection,25,206,1,0,8,8,0,33
static_team,25,206,1,0,0,0,0,50
corpus_mesh,25,206,1,1,1,1,0,77
single,25,207,1,0,0,0,0,25
reflection,25,207,1,0,6,6,0,31
static_team,25,207,1,0,0,0,0,50
corpus_mesh,25,207,1,1,1,1,0,81
single,25,208,0,1,0,0,1,25
