architecture,horizon,run,success,errors_introduced,errors_detected,errors_recovered,escaped_errors,agent_calls
single,250,598,0,3,0,0,1,250
reflection,250,598,0,4,74,74,1,324
static_team,250,598,1,4,4,4,0,505
corpus_mesh,250,598,1,6,6,6,0,541
single,250,599,0,2,0,0,1,250
reflection,250,599,0,3,73,72,1,323
static_team,250,599,0,5,5,5,1,507
corpus_mesh,250,599,1,1,1,1,0,533
single,250,600,0,2,0,0,1,250
reflection,250,600,0,3,66,65,1,316
static_team,250,600,0,3,3,2,1,504
corpus_mesh,250,600,1,2,2,2,0,527
single,250,601,0,6,0,0,1,250
reflection,250,601,0,6,79,79,1,329
static_team,250,601,1,2,2,2,0,503
corpus_mesh,250,601,1,3,3,3,0,529
single,250,602,0,7,0,0,1,250
reflection,250,602,0,5,58,57,1,308
static_team,250,602,1,3,3,3,0,504
corpus_mesh,250,602,1,1,1,1,0,536
single,250,603,0,4,0,0,1,250
reflection,250,603,0,4,61,58,1,311
static_team,250,603,1,7,7,7,0,509
corpus_mesh,250,603,1,4,4,4,0,535
single,250,604,0,5,0,0,1,250
reflection,250,604,0,4,69,68,1,319
static_team,250,604,1,0,0,0,0,500
corpus_mesh,250,604,1,3,3,3,0,543
single,250,605,0,6,0,0,1,250
reflection,250,605,1,2,65,65,0,315
static_team,250,605,1,7,7,7,0,509
corpus_mesh,250,605,1,2,2,2,0,531
single,250,606,0,3,0,0,1,250
reflection,250,606,0,3,63,63,1,313
static_team,250,606,1,0,0,0,0,501
corpus_mesh,250,606,1,8,8,8,0,546
single,250,607,0,2,0,0,1,250
reflection,250,607,0,1,75,74,1,325
static_team,250,607,1,7,7,7,0,507
corpus_mesh,250,607,1,4,4,4,0,534
single,250,608,0,4,0,0,1,250
reflection,250,608,0,5,82,78,1,332
static_team,250,608,1,1,1,1,0,504
corpus_mesh,250,608,1,5,5,5,0,539
single,250,609,0,3,0,0,1,250
reflection,250,609,0,6,67,67,1,317
static_team,250,609,0,7,7,6,1,510
corpus_mesh,250,609,1,4,4,4,0,541
single,250,610,0,3,0,0,1,250
reflection,250,610,0,1,59,58,1,309
static_team,250,610,1,5,5,5,0,506
corpus_mesh,250,610,1,5,5,5,0,538
single,250,611,0,1,0,0,1,250
reflection,250,611,1,3,52,51,0,302
static_team,250,611,1,5,5,5,0,506
corpus_mesh,250,611,1,0,0,0,0,528
single,250,612,0,4,0,0,1,250
reflection,250,612,0,3,76,75,1,326
static_team,250,612,1,4,4,4,0,505
corpus_mesh,250,612,1,7,7,7,0,540
single,250,613,0,2,0,0,1,250
reflection,250,613,0,2,59,59,1,309
static_team,250,613,1,1,1,1,0,503
corpus_mesh,250,613,1,3,3,3,0,536
single,250,614,0,5,0,0,1,250
reflection,250,614,0,6,70,69,1,320
static_team,250,614,1,6,6,6,0,507
corpus_mesh,250,614,1,2,2,2,0,530
single,250,615,0,4,0,0,1,250
reflection,250,615,0,5,69,69,1,319
static_team,250,615,1,5,5,5,0,507
corpus_mesh,250,615,0,11,11,8,2,555
single,250,616,0,1,0,0,1,250
reflection,250,616,0,2,73,70,1,323
static_team,250,616,1,4,4,4,0,504
corpus_mesh,250,616,1,2,2,2,0,534
single,250,617,0,7,0,0,1,250
reflection,250,617,0,3,71,70,1,321
static_team,250,617,1,4,4,4,0,504
corpus_mesh,250,617,1,0,0,0,0,526
single,250,618,0,2,0,0,1,250
reflection,250,618,0,3,64,64,1,314
static_team,250,618,1,2,2,2,0,504
corpus_mesh,250,618,1,6,6,6,0,545
single,250,619,0,7,0,0,1,250
reflection,250,619,0,4,63,63,1,313
static_team,250,619,1,4,4,4,0,506
corpus_mesh,250,619,1,3,3,3,0,526
single,250,620,0,1,0,0,1,250
reflection,250,620,0,3,74,73,1,324
static_team,250,620,1,5,5,5,0,505
corpus_mesh,250,620,1,7,7,7,0,544
single,250,621,0,4,0,0,1,250
reflection,250,621,0,4,74,74,1,324
static_team,250,621,1,5,5,5,0,507
corpus_mesh,250,621,1,4,4,4,0,538
single,250,622,0,5,0,0,1,250
reflection,250,622,0,1,79,78,1,329
static_team,250,622,1,5,5,5,0,507
corpus_mesh,250,622,1,5,5,4,0,543
single,250,623,0,4,0,0,1,250
reflection,250,623,0,5,73,71,1,323
static_team,250,623,1,7,7,7,0,509
corpus_mesh,250,623,1,7,7,7,0,542
single,250,624,0,3,0,0,1,250
reflection,250,624,0,5,63,63,1,313
static_team,250,624,1,5,5,5,0,506
corpus_mesh,250,624,1,5,5,5,0,541
single,250,625,0,3,0,0,1,250
reflection,250,625,0,4,66,64,1,316
static_team,250,625,1,4,4,4,0,508
corpus_mesh,250,625,1,0,0,0,0,519
single,250,626,0,4,0,0,1,250
reflection,250,626,0,4,75,75,1,325
static_team,250,626,1,2,2,2,0,504
corpus_mesh,250,626,1,2,2,2,0,536
single,250,627,0,2,0,0,1,250
reflection,250,627,0,5,69,69,1,319
static_team,250,627,1,2,2,2,0,503
corpus_mesh,250,627,1,3,3,3,0,540
single,250,628,0,4,0,0,1,250
reflection,250,628,0,3,60,59,1,310
static_team,250,628,1,2,2,2,0,502
corpus_mesh,250,628,1,1,1,1,0,526
single,250,629,0,4,0,0,1,250
reflection,250,629,0,3,63,63,1,313
static_team,250,629,1,2,2,2,0,504
corpus_mesh,250,629,1,4,4,4,0,536
single,250,630,0,2,0,0,1,250
reflection,250,630,0,3,67,67,1,317
static_team,250,630,1,7,7,7,0,508
corpus_mesh,250,630,1,3,3,3,0,533
single,250,631,0,3,0,0,1,250
reflection,250,631,0,7,75,72,1,325
static_team,250,631,1,8,8,8,0,510
corpus_mesh,250,631,1,5,5,5,0,537
single,250,632,0,3,0,0,1,250
reflection,250,632,0,2,80,79,1,330
static_team,250,632,1,9,9,9,0,510
corpus_mesh,250,632,0,3,3,2,1,542
single,250,633,0,3,0,0,1,250
reflection,250,633,0,4,68,65,1,318
static_team,250,633,1,4,4,4,0,504
corpus_mesh,250,633,1,4,4,4,0,536
single,250,634,0,2,0,0,1,250
reflection,250,634,0,4,76,75,1,326
static_team,250,634,1,4,4,4,0,505
corpus_mesh,250,634,1,4,4,4,0,535
single,250,635,0,1,0,0,1,250
reflection,250,635,0,4,77,76,1,327
static_team,250,635,1,6,6,6,0,507
corpus_mesh,250,635,1,3,3,3,0,534
single,250,636,0,5,0,0,1,250
reflection,250,636,0,2,75,75,1,325
static_team,250,636,0,3,3,2,1,503
corpus_mesh,250,636,1,4,4,4,0,535
single,250,637,0,4,0,0,1,250
reflection,250,637,0,6,69,69,1,319
static_team,250,637,1,7,7,7,0,507
corpus_mesh,250,637,0,1,1,1,1,533
single,250,638,0,4,0,0,1,250
reflection,250,638,0,3,74,74,1,324
static_team,250,638,1,1,1,1,0,502
corpus_mesh,250,638,1,1,1,1,0,524
single,250,639,0,4,0,0,1,250
reflection,250,639,0,0,68,67,1,318
static_team,250,639,1,3,3,3,0,505
corpus_mesh,250,639,1,8,8,8,0,539
single,250,640,0,4,0,0,1,250
reflection,250,640,0,4,76,75,1,326
static_team,250,640,1,0,0,0,0,502
corpus_mesh,250,640,1,2,2,2,0,533
single,250,641,0,2,0,0,1,250
reflection,250,641,0,3,68,67,1,318
static_team,250,641,1,2,2,2,0,502
corpus_mesh,250,641,1,6,6,6,0,543
single,250,642,1,0,0,0,0,250
reflection,250,642,0,3,70,68,1,320
static_team,250,642,1,2,2,2,0,502
corpus_mesh,250,642,1,2,2,2,0,529
single,250,643,0,1,0,0,1,250
reflection,250,643,1,1,68,68,0,318
static_team,250,643,1,2,2,2,0,503
corpus_mesh,250,643,1,4,4,4,0,528
single,250,644,0,1,0,0,1,250
reflection,250,644,0,3,70,68,1,320
static_team,250,644,0,3,3,2,1,503
corpus_mesh,250,644,1,1,1,1,0,534
single,250,645,0,3,0,0,1,250
reflection,250,645,0,2,57,57,1,307
static_team,250,645,1,4,4,4,0,505
corpus_mesh,250,645,0,3,3,2,1,537
single,250,646,0,3,0,0,1,250
reflection,250,646,0,1,76,75,1,326
static_team,250,646,1,0,0,0,0,500
corpus_mesh,250,646,1,4,4,4,0,536
single,250,647,0,2,0,0,1,250
reflection,250,647,0,3,54,54,1,304
static_team,250,647,1,4,4,4,0,504
corpus_mesh,250,647,1,4,4,4,0,539
single,250,648,0,7,0,0,1,250
reflection,250,648,0,5,73,71,1,323
static_team,250,648,1,6,6,6,0,507
corpus_mesh,250,648,1,5,5,5,0,532
single,250,649,0,2,0,0,1,250
reflection,250,649,0,7,75,75,1,325
static_team,250,649,1,1,1,1,0,501
corpus_mesh,250,649,1,4,4,4,0,533
single,250,650,0,2,0,0,1,250
reflection,250,650,0,3,66,66,1,316
static_team,250,650,1,2,2,2,0,503
corpus_mesh,250,650,1,1,1,1,0,527
single,250,651,0,6,0,0,1,250
reflection,250,651,0,2,71,71,1,321
static_team,250,651,1,3,3,3,0,505
corpus_mesh,250,651,1,2,2,2,0,524
single,250,652,0,3,0,0,1,250
reflection,250,652,0,3,68,68,1,318
static_team,250,652,1,1,1,1,0,501
corpus_mesh,250,652,1,3,3,3,0,529
single,250,653,0,2,0,0,1,250
reflection,250,653,0,6,59,56,1,309
static_team,250,653,0,4,4,3,1,504
corpus_mesh,250,653,1,1,1,1,0,535
single,250,654,0,4,0,0,1,250
reflection,250,654,1,0,59,59,0,309
static_team,250,654,1,3,3,3,0,507
corpus_mesh,250,654,1,3,3,3,0,539
single,250,655,0,4,0,0,1,250
reflection,250,655,0,7,65,64,1,315
static_team,250,655,1,2,2,2,0,507
corpus_mesh,250,655,1,3,3,3,0,528
single,250,656,0,2,0,0,1,250
reflection,250,656,0,2,61,60,1,311
static_team,250,656,1,8,8,8,0,512
corpus_mesh,250,656,1,8,8,8,0,543
single,250,657,0,6,0,0,1,250
reflection,250,657,0,8,67,67,1,317
static_team,250,657,1,4,4,4,0,506
corpus_mesh,250,657,1,2,2,2,0,537
single,250,658,0,11,0,0,1,250
reflection,250,658,0,3,73,73,1,323
static_team,250,658,1,5,5,5,0,505
corpus_mesh,250,658,1,3,3,3,0,531
single,250,659,0,4,0,0,1,250
reflection,250,659,0,7,67,67,1,317
static_team,250,659,1,4,4,4,0,504
corpus_mesh,250,659,1,4,4,4,0,546
single,250,660,0,7,0,0,1,250
reflection,250,660,0,6,66,66,1,316
static_team,250,660,1,5,5,5,0,509
corpus_mesh,250,660,1,4,4,4,0,530
single,250,661,0,3,0,0,1,250
reflection,250,661,0,5,68,66,1,318
static_team,250,661,1,0,0,0,0,502
corpus_mesh,250,661,1,3,3,3,0,539
single,250,662,0,2,0,0,1,250
reflection,250,662,0,4,69,67,1,319
static_team,250,662,0,7,7,6,1,507
corpus_mesh,250,662,1,1,1,1,0,534
single,250,663,0,5,0,0,1,250
reflection,250,663,0,3,81,81,1,331
static_team,250,663,1,3,3,3,0,505
corpus_mesh,250,663,1,4,4,4,0,536
single,250,664,0,2,0,0,1,250
reflection,250,664,0,8,75,74,1,325
static_team,250,664,1,2,2,2,0,505
corpus_mesh,250,664,1,2,2,2,0,534
single,250,665,0,5,0,0,1,250
reflection,250,665,0,5,70,68,1,320
static_team,250,665,1,11,11,11,0,512
corpus_mesh,250,665,1,2,2,2,0,518
single,250,666,0,5,0,0,1,250
reflection,250,666,0,5,65,65,1,315
static_team,250,666,1,2,2,2,0,504
corpus_mesh,250,666,1,0,0,0,0,533
single,250,667,0,1,0,0,1,250
reflection,250,667,0,4,72,71,1,322
static_team,250,667,1,0,0,0,0,501
corpus_mesh,250,667,1,2,2,2,0,542
single,250,668,0,1,0,0,1,250
reflection,250,668,0,2,57,56,1,307
static_team,250,668,1,6,6,6,0,508
corpus_mesh,250,668,1,6,6,6,0,542
single,250,669,0,6,0,0,1,250
reflection,250,669,0,3,67,66,1,317
static_team,250,669,1,3,3,3,0,503
corpus_mesh,250,669,1,8,8,8,0,543
single,250,670,0,4,0,0,1,250
reflection,250,670,1,3,78,75,0,328
static_team,250,670,1,7,7,7,0,507
corpus_mesh,250,670,1,1,1,1,0,527
single,250,671,0,3,0,0,1,250
reflection,250,671,0,7,61,60,1,311
static_team,250,671,1,4,4,4,0,506
corpus_mesh,250,671,1,4,4,4,0,542
single,250,672,0,1,0,0,1,250
reflection,250,672,0,2,61,57,1,311
static_team,250,672,1,5,5,5,0,506
corpus_mesh,250,672,1,2,2,2,0,535
single,250,673,0,3,0,0,1,250
reflection,250,673,0,7,68,67,1,318
static_team,250,673,0,7,7,5,2,507
corpus_mesh,250,673,1,1,1,1,0,535
single,250,674,0,3,0,0,1,250
reflection,250,674,0,3,70,67,1,320
static_team,250,674,1,5,5,5,0,507
corpus_mesh,250,674,1,7,7,7,0,539
single,250,675,0,3,0,0,1,250
reflection,250,675,0,4,68,67,1,318
static_team,250,675,1,0,0,0,0,500
corpus_mesh,250,675,1,2,2,2,0,528
single,250,676,0,5,0,0,1,250
reflection,250,676,0,2,67,66,1,317
static_team,250,676,1,2,2,2,0,504
corpus_mesh,250,676,1,3,3,3,0,535
single,250,677,0,3,0,0,1,250
reflection,250,677,0,3,75,75,1,325
static_team,250,677,1,3,3,3,0,505
corpus_mesh,250,677,1,4,4,4,0,531
single,250,678,0,2,0,0,1,250
reflection,250,678,0,2,67,66,1,317
static_team,250,678,1,1,1,1,0,501
corpus_mesh,250,678,1,5,5,5,0,526
single,250,679,0,2,0,0,1,250
reflection,250,679,0,2,69,69,1,319
static_team,250,679,1,4,4,4,0,505
corpus_mesh,250,679,1,4,4,4,0,534
single,250,680,0,2,0,0,1,250
reflection,250,680,0,8,59,57,1,309
static_team,250,680,1,3,3,3,0,503
corpus_mesh,250,680,1,3,3,3,0,537
single,250,681,0,1,0,0,1,250
reflection,250,681,0,8,56,56,1,306
static_team,250,681,1,5,5,5,0,506
corpus_mesh,250,681,1,6,6,6,0,537
single,250,682,0,4,0,0,1,250
reflection,250,682,0,7,64,60,1,314
static_team,250,682,1,3,3,3,0,504
corpus_mesh,250,682,1,3,3,3,0,538
single,250,683,0,4,0,0,1,250
reflection,250,683,0,5,68,67,1,318
static_team,250,683,1,4,4,4,0,506
corpus_mesh,250,683,0,4,4,3,1,532
single,250,684,0,4,0,0,1,250
reflection,250,684,0,3,59,58,1,309
static_team,250,684,0,4,4,4,1,506
corpus_mesh,250,684,1,5,5,5,0,535
single,250,685,0,2,0,0,1,250
reflection,250,685,0,3,69,66,1,319
static_team,250,685,1,6,6,6,0,509
corpus_mesh,250,685,1,6,6,6,0,548
single,250,686,0,3,0,0,1,250
reflection,250,686,0,3,68,67,1,318
static_team,250,686,1,4,4,4,0,505
corpus_mesh,250,686,1,2,2,2,0,527
single,250,687,0,4,0,0,1,250
reflection,250,687,0,7,72,71,1,322
static_team,250,687,1,1,1,1,0,503
corpus_mesh,250,687,0,6,6,5,1,552
single,250,688,0,5,0,0,1,250
reflection,250,688,0,2,58,56,1,308
static_team,250,688,1,1,1,1,0,502
corpus_mesh,250,688,1,6,6,6,0,529
single,250,689,0,3,0,0,1,250
reflection,250,689,0,3,51,51,1,301
static_team,250,689,1,8,8,8,0,510
corpus_mesh,250,689,1,2,2,2,0,533
single,250,690,0,2,0,0,1,250
reflection,250,690,1,1,69,69,0,319
static_team,250,690,1,2,2,2,0,503
corpus_mesh,250,690,1,5,5,5,0,544
single,250,691,0,5,0,0,1,250
reflection,250,691,0,2,61,61,1,311
static_team,250,691,1,6,6,6,0,506
corpus_mesh,250,691,1,5,5,5,0,537
single,250,692,0,1,0,0,1,250
reflection,250,692,0,4,72,71,1,322
static_team,250,692,1,2,2,2,0,504
corpus_mesh,250,692,1,3,3,3,0,540
single,250,693,0,3,0,0,1,250
reflection,250,693,0,3,86,86,1,336
static_team,250,693,1,4,4,4,0,505
corpus_mesh,250,693,1,3,3,3,0,533
single,250,694,0,7,0,0,1,250
reflection,250,694,0,2,70,69,1,320
static_team,250,694,1,1,1,1,0,502
corpus_mesh,250,694,1,4,4,4,0,525
single,250,695,0,5,0,0,1,250
reflection,250,695,0,4,79,79,1,329
static_team,250,695,1,3,3,3,0,508
corpus_mesh,250,695,1,3,3,3,0,529
single,250,696,0,5,0,0,1,250
reflection,250,696,0,2,66,66,1,316
static_team,250,696,1,4,4,4,0,506
corpus_mesh,250,696,1,3,3,3,0,537
single,250,697,0,3,0,0,1,250
reflection,250,697,0,4,70,69,1,320
static_team,250,697,1,4,4,4,0,506
corpus_mesh,250,697,1,4,4,4,0,531
single,250,698,0,3,0,0,1,250
reflection,250,698,0,5,69,65,1,319
static_team,250,698,1,5,5,5,0,505
corpus_mesh,250,698,1,2,2,2,0,535
single,250,699,0,2,0,0,1,250
reflection,250,699,0,0,76,74,1,326
static_team,250,699,1,4,4,4,0,506
corpus_mesh,250,699,1,2,2,2,0,530
single,250,700,0,2,0,0,1,250
reflection,250,700,0,2,83,83,1,333
static_team,250,700,1,1,1,1,0,502
corpus_mesh,250,700,1,3,3,3,0,536
single,250,701,0,4,0,0,1,250
reflection,250,701,0,3,82,82,1,332
static_team,250,701,1,2,2,2,0,503
corpus_mesh,250,701,1,5,5,5,0,541
single,250,702,0,5,0,0,1,250
reflection,250,702,0,2,63,63,1,313
static_team,250,702,1,3,3,3,0,505
corpus_mesh,250,702,1,5,5,5,0,547
single,250,703,0,6,0,0,1,250
reflection,250,703,0,3,69,68,1,319
static_team,250,703,1,1,1,1,0,502
corpus_mesh,250,703,1,3,3,3,0,533
single,250,704,0,4,0,0,1,250
reflection,250,704,0,4,66,64,1,316
static_team,250,704,1,3,3,3,0,506
corpus_mesh,250,704,1,5,5,5,0,543
single,250,705,0,2,0,0,1,250
reflection,250,705,0,2,72,71,1,322
static_team,250,705,1,3,3,3,0,503
corpus_mesh,250,705,1,1,1,0,0,531
single,250,706,0,3,0,0,1,250
reflection,250,706,0,7,67,66,1,317
static_team,250,706,1,8,8,8,0,510
corpus_mesh,250,706,1,2,2,2,0,533
single,250,707,0,1,0,0,1,250
reflection,250,707,0,4,68,67,1,318
static_team,250,707,1,2,2,2,0,503
corpus_mesh,250,707,1,2,2,2,0,529
single,250,708,0,9,0,0,1,250
reflection,250,708,0,2,72,69,1,322
static_team,250,708,1,3,3,3,0,504
corpus_mesh,250,708,1,5,5,5,0,539
single,250,709,1,3,0,0,0,250
reflection,250,709,0,5,71,71,1,321
static_team,250,709,0,4,3,3,1,503
corpus_mesh,250,709,1,4,4,4,0,528
single,250,710,0,2,0,0,1,250
reflection,250,710,0,3,67,64,1,317
static_team,250,710,1,4,4,4,0,504
corpus_mesh,250,710,1,3,3,3,0,534
single,250,711,0,3,0,0,1,250
reflection,250,711,0,2,63,63,1,313
static_team,250,711,1,3,3,3,0,504
corpus_mesh,250,711,1,5,5,5,0,538
single,250,712,0,4,0,0,1,250
reflection,250,712,0,5,73,69,1,323
static_team,250,712,1,1,1,1,0,502
corpus_mesh,250,712,1,5,5,5,0,536
single,250,713,0,2,0,0,1,250
reflection,250,713,1,4,59,57,0,309
static_team,250,713,1,4,4,4,0,504
corpus_mesh,250,713,1,7,7,7,0,544
single,250,714,0,2,0,0,1,250
reflection,250,714,0,3,84,84,1,334
static_team,250,714,1,2,2,2,0,503
corpus_mesh,250,714,1,4,4,4,0,532
single,250,715,0,5,0,0,1,250
reflection,250,715,1,11,68,65,0,318
static_team,250,715,1,2,2,2,0,503
corpus_mesh,250,715,1,5,5,5,0,540
single,250,716,0,5,0,0,1,250
reflection,250,716,0,3,67,65,1,317
static_team,250,716,1,0,0,0,0,502
corpus_mesh,250,716,1,6,6,6,0,543
single,250,717,0,3,0,0,1,250
reflection,250,717,0,3,72,72,1,322
static_team,250,717,1,2,2,2,0,502
corpus_mesh,250,717,1,3,3,3,0,536
single,250,718,0,1,0,0,1,250
reflection,250,718,0,8,63,63,1,313
static_team,250,718,1,6,6,6,0,508
corpus_mesh,250,718,1,6,6,6,0,549
single,250,719,0,3,0,0,1,250
reflection,250,719,0,3,73,72,1,323
static_team,250,719,1,8,8,8,0,510
corpus_mesh,250,719,1,5,5,5,0,549
single,250,720,0,4,0,0,1,250
reflection,250,720,0,7,73,73,1,323
static_team,250,720,1,1,1,1,0,503
corpus_mesh,250,720,0,4,4,4,1,545
single,250,721,0,3,0,0,1,250
reflection,250,721,0,3,78,76,1,328
static_team,250,721,1,4,4,4,0,505
corpus_mesh,250,721,1,0,0,0,0,536
single,250,722,0,2,0,0,1,250
reflection,250,722,0,5,72,70,1,322
static_team,250,722,1,2,2,2,0,505
corpus_mesh,250,722,0,5,5,5,1,547
single,250,723,0,5,0,0,1,250
reflection,250,723,0,7,60,60,1,310
static_team,250,723,1,1,1,1,0,502
corpus_mesh,250,723,1,3,3,3,0,538
single,250,724,0,5,0,0,1,250
reflection,250,724,0,5,67,65,1,317
static_team,250,724,1,7,7,7,0,510
corpus_mesh,250,724,1,3,3,3,0,526
single,250,725,0,5,0,0,1,250
reflection,250,725,0,1,66,66,1,316
static_team,250,725,1,2,2,2,0,502
corpus_mesh,250,725,0,4,3,3,1,530
single,250,726,0,3,0,0,1,250
reflection,250,726,0,2,73,72,1,323
static_team,250,726,1,3,3,3,0,507
corpus_mesh,250,726,1,5,5,5,0,536
single,250,727,0,4,0,0,1,250
reflection,250,727,0,3,65,65,1,315
static_team,250,727,0,4,4,3,1,505
corpus_mesh,250,727,1,7,7,7,0,538
single,250,728,0,2,0,0,1,250
reflection,250,728,0,3,63,63,1,313
static_team,250,728,1,5,5,5,0,505
corpus_mesh,250,728,1,4,4,4,0,543
single,250,729,0,2,0,0,1,250
reflection,250,729,0,4,67,67,1,317
static_team,250,729,1,4,4,4,0,505
corpus_mesh,250,729,1,2,2,2,0,535
single,250,730,0,2,0,0,1,250
reflection,250,730,0,3,78,77,1,328
static_team,250,730,1,3,3,3,0,503
corpus_mesh,250,730,1,6,6,6,0,536
single,250,731,0,7,0,0,1,250
reflection,250,731,0,5,80,79,1,330
static_team,250,731,1,6,6,6,0,508
corpus_mesh,250,731,1,4,4,4,0,529
single,250,732,0,2,0,0,1,250
reflection,250,732,0,5,65,65,1,315
static_team,250,732,1,3,3,3,0,504
corpus_mesh,250,732,1,7,7,7,0,540
single,250,733,0,6,0,0,1,250
reflection,250,733,0,3,75,71,1,325
static_team,250,733,1,4,4,4,0,507
corpus_mesh,250,733,1,5,5,5,0,532
single,250,734,0,3,0,0,1,250
reflection,250,734,0,5,83,83,1,333
static_team,250,734,0,5,5,4,1,506
corpus_mesh,250,734,1,3,3,3,0,528
single,250,735,0,5,0,0,1,250
reflection,250,735,0,4,79,77,1,329
static_team,250,735,1,3,3,3,0,505
corpus_mesh,250,735,1,1,1,1,0,535
single,250,736,0,1,0,0,1,250
reflection,250,736,0,3,71,70,1,321
static_team,250,736,1,2,2,2,0,503
corpus_mesh,250,736,1,5,5,5,0,538
single,250,737,0,5,0,0,1,250
reflection,250,737,0,1,61,61,1,311
static_team,250,737,1,6,6,6,0,507
corpus_mesh,250,737,1,3,3,3,0,532
single,250,738,0,3,0,0,1,250
reflection,250,738,0,3,77,76,1,327
static_team,250,738,1,6,6,6,0,508
corpus_mesh,250,738,1,3,3,3,0,529
single,250,739,0,1,0,0,1,250
reflection,250,739,0,7,83,81,1,333
static_team,250,739,0,2,2,1,1,504
corpus_mesh,250,739,1,4,4,4,0,529
single,250,740,0,4,0,0,1,250
reflection,250,740,0,1,63,61,1,313
static_team,250,740,1,6,6,6,0,506
corpus_mesh,250,740,1,2,2,2,0,522
single,250,741,0,3,0,0,1,250
reflection,250,741,0,3,73,70,1,323
static_team,250,741,1,5,5,5,0,506
corpus_mesh,250,741,1,4,4,4,0,541
single,250,742,0,3,0,0,1,250
reflection,250,742,0,2,65,65,1,315
static_team,250,742,1,3,3,3,0,503
corpus_mesh,250,742,1,1,1,1,0,526
single,250,743,0,1,0,0,1,250
reflection,250,743,0,2,62,60,1,312
static_team,250,743,1,3,3,3,0,503
corpus_mesh,250,743,1,5,5,5,0,537
single,250,744,0,4,0,0,1,250
reflection,250,744,0,1,86,85,1,336
static_team,250,744,1,4,4,4,0,504
corpus_mesh,250,744,0,4,4,3,1,535
single,250,745,0,2,0,0,1,250
reflection,250,745,0,2,70,69,1,320
static_team,250,745,1,3,3,3,0,504
corpus_mesh,250,745,1,5,5,5,0,533
single,250,746,0,2,0,0,1,250
reflection,250,746,0,6,71,71,1,321
static_team,250,746,1,3,3,3,0,504
corpus_mesh,250,746,1,3,3,3,0,530
single,250,747,0,3,0,0,1,250
reflection,250,747,0,3,71,70,1,321
static_team,250,747,1,4,4,4,0,506
corpus_mesh,250,747,1,5,5,5,0,532
single,250,748,0,4,0,0,1,250
reflection,250,748,0,5,58,58,1,308
static_team,250,748,1,2,2,2,0,502
corpus_mesh,250,748,1,2,2,2,0,526
single,250,749,1,5,0,0,0,250
reflection,250,749,0,3,72,71,1,322
static_team,250,749,1,2,2,2,0,503
corpus_mesh,250,749,1,4,4,4,0,537
single,250,750,0,3,0,0,1,250
reflection,250,750,0,2,65,65,1,315
static_team,250,750,1,3,3,3,0,504
corpus_mesh,250,750,1,4,4,4,0,533
single,250,751,0,2,0,0,1,250
reflection,250,751,0,2,73,71,1,323
static_team,250,751,1,5,5,5,0,506
corpus_mesh,250,751,1,3,3,3,0,524
single,250,752,0,3,0,0,1,250
reflection,250,752,0,3,79,79,1,329
static_team,250,752,1,5,5,5,0,507
corpus_mesh,250,752,1,2,2,2,0,539
single,250,753,0,7,0,0,1,250
reflection,250,753,0,1,69,69,1,319
static_team,250,753,1,3,3,3,0,503
corpus_mesh,250,753,1,4,4,4,0,549
single,250,754,1,0,0,0,0,250
reflection,250,754,0,3,60,60,1,310
static_team,250,754,1,5,5,5,0,505
corpus_mesh,250,754,1,6,6,6,0,540
single,250,755,0,7,0,0,1,250
reflection,250,755,0,3,75,74,1,325
static_team,250,755,1,1,1,1,0,501
corpus_mesh,250,755,1,5,5,5,0,535
single,250,756,1,0,0,0,0,250
reflection,250,756,0,4,55,50,1,305
static_team,250,756,1,2,2,2,0,502
corpus_mesh,250,756,1,4,4,4,0,526
single,250,757,0,7,0,0,1,250
reflection,250,757,0,3,65,64,1,315
static_team,250,757,1,2,2,2,0,505
corpus_mesh,250,757,1,1,1,1,0,523
single,250,758,0,1,0,0,1,250
reflection,250,758,0,3,66,66,1,316
static_team,250,758,1,5,5,5,0,507
corpus_mesh,250,758,1,2,2,2,0,531
single,250,759,0,7,0,0,1,250
reflection,250,759,0,5,74,73,1,324
static_team,250,759,1,4,4,4,0,506
corpus_mesh,250,759,1,3,3,3,0,542
single,250,760,0,5,0,0,1,250
reflection,250,760,0,3,65,64,1,315
static_team,250,760,1,3,3,3,0,505
corpus_mesh,250,760,1,2,2,2,0,526
single,250,761,0,5,0,0,1,250
reflection,250,761,0,5,70,69,1,320
static_team,250,761,1,5,5,5,0,506
corpus_mesh,250,761,1,5,5,5,0,531
single,250,762,0,4,0,0,1,250
reflection,250,762,0,2,69,69,1,319
static_team,250,762,0,5,5,4,1,507
corpus_mesh,250,762,1,3,3,3,0,530
single,250,763,0,1,0,0,1,250
reflection,250,763,0,4,65,65,1,315
static_team,250,763,1,7,7,7,0,508
corpus_mesh,250,763,1,5,5,4,0,546
single,250,764,0,6,0,0,1,250
reflection,250,764,0,2,59,58,1,309
static_team,250,764,0,4,4,3,1,507
corpus_mesh,250,764,1,1,1,1,0,537
single,250,765,0,5,0,0,1,250
reflection,250,765,0,2,86,85,1,336
static_team,250,765,1,5,5,5,0,505
corpus_mesh,250,765,0,8,8,7,1,544
single,250,766,0,4,0,0,1,250
reflection,250,766,1,1,71,70,0,321
static_team,250,766,1,6,6,6,0,506
corpus_mesh,250,766,1,4,4,4,0,533
single,250,767,0,4,0,0,1,250
reflection,250,767,0,2,62,62,1,312
static_team,250,767,1,3,3,3,0,504
corpus_mesh,250,767,0,2,2,1,1,527
